detectTime;midx;midy;x;y;width;height;roll;pitch;yaw;correctureX;correctureY;localX;localY;localXSet;localYSet
71;-36;63;490;429;228;228;-0.0139132;0.0979479;-0.463432;-0.0319132;0.129448;-0.0227881;-0.00114184;0;3.09133e-13
71;-60;59;452;411;256;256;-0.00184499;0.101235;-0.467062;-0.031845;0.130735;-0.0227881;-0.00114184;0;3.09133e-13
16;-77;55;360;332;406;406;0.000771964;0.100837;-0.467889;-0.037728;0.128337;-0.0227881;-0.00114184;0;3.09133e-13
24;-83;66;360;349;394;394;0.00613844;0.0944421;-0.470039;-0.0353616;0.127442;-0.0227881;-0.00114184;0;3.09133e-13
117;-101;79;411;431;256;256;0.0277468;0.0821898;-0.474229;-0.0227532;0.12169;-0.0227881;-0.00114184;0;3.09133e-13
25;-115;93;307;355;436;436;0.0277468;0.0821898;-0.474229;-0.0297532;0.12869;-0.0227881;-0.00114184;0;3.09133e-13
24;-133;82;310;365;394;394;0.0379958;0.0841632;-0.478437;-0.0285042;0.125163;-0.0227881;-0.00114184;0;3.09133e-13
109;-144;85;369;438;255;255;0.0485925;0.0793659;-0.49189;-0.0234075;0.121866;-0.0227881;-0.00114184;0;3.09133e-13
25;-151;88;286;365;406;406;0.0510643;0.0782685;-0.495015;-0.0244357;0.122268;-0.0227881;-0.00114184;0;3.09133e-13
-890;-162;97;361;460;235;235;0.0651754;0.0738743;-0.508781;-0.0158246;0.122374;-0.0227881;-0.00114184;0;3.09133e-13
111;-174;99;346;459;241;241;0.0823926;0.078984;-0.514111;-0.00460744;0.128484;-0.0227881;-0.00114184;0;3.09133e-13
25;-187;95;244;366;419;419;0.0865951;0.0804568;-0.514234;-0.00690488;0.127957;-0.0227881;-0.00114184;0;3.09133e-13
110;-210;90;315;455;231;231;0.0987277;0.0727035;-0.515928;-0.00627235;0.117704;-0.0227881;-0.00114184;0;3.09133e-13
25;-221;108;203;372;433;433;0.101042;0.0681889;-0.517115;-0.00945815;0.122189;-0.0227881;-0.00114184;0;3.09133e-13
111;-232;119;293;484;231;231;0.110141;0.0617294;-0.51933;-0.00585922;0.121229;-0.0227881;-0.00114184;0;3.09133e-13
110;-238;119;271;468;262;262;0.115329;0.0670056;-0.518737;-0.0036708;0.126506;-0.0227881;-0.00114184;0;3.09133e-13
110;-248;108;269;465;247;247;0.12239;0.0700032;-0.519336;-0.00161004;0.124003;-0.0227881;-0.00114184;0;3.09133e-13
25;-256;105;164;365;440;440;0.125349;0.0707677;-0.5191;-0.00265135;0.123268;-0.0227881;-0.00114184;0;3.09133e-13
110;-271;98;248;457;243;243;0.133832;0.0698871;-0.519232;-0.00166799;0.118887;-0.0227881;-0.00114184;0;3.09133e-13
-891;-281;101;239;461;240;240;0.136204;0.0706758;-0.516867;-0.00429611;0.121176;-0.0227881;-0.00114184;0;3.09133e-13
98;-283;100;232;455;250;250;0.141752;0.0804016;-0.513695;0.00025174;0.130402;-0.0227881;-0.00114184;0;3.09133e-13
73;-291;84;219;434;260;260;0.147683;0.0889068;-0.511515;0.00218256;0.130907;-0.0227881;-0.00114184;0;3.09133e-13
73;-300;63;214;417;252;252;0.152364;0.0955718;-0.510772;0.00236428;0.127072;-0.0227881;-0.00114184;0;3.09133e-13
72;-308;55;228;431;208;208;0.155063;0.0984937;-0.509072;0.00106345;0.125994;-0.0227881;-0.00114184;0;3.09133e-13
71;-312;53;212;417;232;232;0.157258;0.0995297;-0.506087;0.00125819;0.12603;-0.0227881;-0.00114184;0;3.09133e-13
71;-321;51;211;423;217;217;0.165725;0.102842;-0.505128;0.00522511;0.128342;-0.0227881;-0.00114184;0;3.09133e-13
71;-339;48;198;425;207;207;0.178208;0.0986212;-0.506606;0.00870763;0.122621;-0.0227881;-0.00114184;0;3.09133e-13
71;-355;60;177;432;216;216;0.18406;0.0886292;-0.508863;0.00656042;0.118629;-0.0227881;-0.00114184;0;3.09133e-13
72;-364;72;178;454;196;196;0.187248;0.0886848;-0.509665;0.00524831;0.124685;-0.0227881;-0.00114184;0;3.09133e-13
-929;-372;60;161;433;215;215;0.194003;0.0995265;-0.510801;0.0080025;0.129527;-0.0227881;-0.00114184;0;3.09133e-13
72;-383;40;152;415;211;211;0.204993;0.103339;-0.514437;0.0134926;0.123339;-0.0227881;-0.00114184;0;3.09133e-13
72;-404;51;147;442;178;178;0.216484;0.093462;-0.518878;0.014484;0.118962;-0.0227881;-0.00114184;0;3.09133e-13
72;-418;62;126;446;193;193;0.223604;0.0934364;-0.52122;0.0146039;0.124436;-0.0227881;-0.00114184;0;3.09133e-13
71;-426;55;105;426;219;219;0.227678;0.0966923;-0.52221;0.0146784;0.124192;-0.0227881;-0.00114184;0;3.09133e-13
72;-437;47;100;424;207;207;0.234682;0.102368;-0.525213;0.0161816;0.125868;-0.0227881;-0.00114184;0;3.09133e-13
71;-447;35;88;410;211;211;0.242525;0.107649;-0.528578;0.0190249;0.125149;-0.0227881;-0.00114184;0;3.09133e-13
71;-456;34;86;416;196;196;0.246617;0.105524;-0.528749;0.0186173;0.122524;-0.0227881;-0.00114184;0;3.09133e-13
71;-459;37;101;437;161;161;0.251119;0.104986;-0.529012;0.0216187;0.123486;-0.0227881;-0.00114184;0;3.09133e-13
71;-471;32;61;404;217;217;0.261405;0.111796;-0.531734;0.0259055;0.127796;-0.0227881;-0.00114184;0;3.09133e-13
-929;-486;20;54;400;201;201;0.270149;0.114775;-0.53468;0.0271486;0.124775;-0.0227881;-0.00114184;0;3.09133e-13
71;-500;17;34;391;212;212;0.277985;0.114256;-0.536753;0.0279852;0.122756;-0.0227881;-0.00114184;0;3.09133e-13
70;-508;22;33;403;198;198;0.280591;0.113867;-0.536349;0.0265909;0.124867;-0.0227881;-0.00114184;0;3.09133e-13
72;-512;17;30;399;196;196;0.283732;0.116218;-0.537209;0.0277323;0.124718;-0.0227881;-0.00114184;0;3.09133e-13
72;-517;13;24;394;198;198;0.291002;0.119652;-0.53982;0.0325018;0.126152;-0.0227881;-0.00114184;0;3.09133e-13
72;-528;7;17;392;190;190;0.301273;0.125369;-0.541645;0.0372729;0.128869;-0.0227881;-0.00114184;0;3.09133e-13
72;-541;-3;7;385;184;184;0.306149;0.125697;-0.543533;0.0356493;0.124197;-0.0227881;-0.00114184;0;3.09133e-13
71;-549;3;6;398;170;170;0.309977;0.122507;-0.545291;0.0354765;0.124007;-0.0227881;-0.00114184;0;3.09133e-13
-710;-552;5;33;430;111;111;0.329702;0.126357;-0.549642;0.0537017;0.128857;-0.0227881;-0.00114184;0;3.09133e-13
292;-558;0;26;424;113;113;0.333811;0.117804;-0.549649;0.0548105;0.117804;-0.0227881;-0.00114184;0;3.09133e-13
288;-585;0;7;432;96;96;0.214801;0.130384;-0.525877;-0.0776991;0.130384;-0.0227881;-0.00114184;0;3.09133e-13
-710;-519;1;44;404;154;154;0.181773;0.122836;-0.522811;-0.0777266;0.123336;-0.0227881;-0.00114184;0;3.09133e-13
290;-412;0;174;426;109;109;0.156296;0.115751;-0.52089;-0.0497038;0.115751;-0.0227881;-0.00114184;0;3.09133e-13
74;-381;11;165;397;189;189;0.144454;0.117526;-0.517181;-0.0460458;0.123026;-0.0227881;-0.00114184;0;3.09133e-13
72;-330;25;211;406;199;199;0.137438;0.11883;-0.515134;-0.0275621;0.13133;-0.0227881;-0.00114184;0;3.09133e-13
71;-281;37;268;426;182;182;0.13247;0.119601;-0.514339;-0.00803012;0.138101;-0.0227881;-0.00114184;0;3.09133e-13
-710;-263;36;318;457;119;119;0.111271;0.117304;-0.508051;-0.0202289;0.135304;-0.0227881;-0.00114184;0;3.09133e-13
72;-249;35;287;411;209;209;0.102888;0.109392;-0.507214;-0.0216125;0.126892;-0.0227881;-0.00114184;0;3.09133e-13
73;-553;-54;14;353;147;147;0.0945046;0.104154;-0.50592;-0.181995;0.0771542;-0.0227881;-0.00114184;0;3.09133e-13
289;-205;56;379;480;113;113;0.0647352;0.105081;-0.499531;-0.0377648;0.133081;-0.0227881;-0.00114184;0;3.09133e-13
73;-185;67;302;394;307;307;0.0583232;0.104324;-0.49921;-0.0341768;0.137825;-0.0227881;-0.00114184;0;3.09133e-13
72;-167;71;379;457;188;188;0.0529807;0.104008;-0.49768;-0.0305193;0.139508;-0.0227881;-0.00114184;0;3.09133e-13
73;-121;70;413;444;212;212;0.0482275;0.0959588;-0.494059;-0.0122725;0.130959;-0.0227881;-0.00114184;0;3.09133e-13
72;-110;86;444;480;172;172;0.0449582;0.0876273;-0.492149;-0.0100418;0.130627;-0.0227881;-0.00114184;0;3.09133e-13
-712;-103;105;490;538;94;94;0.0197277;0.0755014;-0.48501;-0.0317723;0.128001;-0.0227881;-0.00114184;0;3.09133e-13
72;-87;109;447;483;212;212;0.0155284;0.0650907;-0.486065;-0.0279717;0.119591;-0.0227881;-0.00114184;0;3.09133e-13
289;-73;115;511;539;113;113;-0.00751601;0.0385897;-0.496343;-0.044016;0.0960897;-0.0227881;-0.00114184;0;3.09133e-13
289;-49;159;526;574;130;130;-0.019569;0.0407432;-0.503576;-0.044069;0.120243;-0.0227881;-0.00114184;0;3.09133e-13
-711;-32;178;558;608;100;100;-0.0213952;0.0325915;-0.500481;-0.0373952;0.121592;-0.0227881;-0.00114184;0;3.09133e-13
290;-16;198;573;627;102;102;-0.0189545;0.0415152;-0.498584;-0.0269545;0.140515;-0.0227881;-0.00114184;0;3.09133e-13
73;3;197;534;568;218;218;-0.0198461;0.0457398;-0.497819;-0.0183461;0.14424;-0.0227881;-0.00114184;0;3.09133e-13
288;4;205;592;633;105;105;-0.0209467;0.0688605;-0.497149;-0.0189467;0.17136;-0.0227881;-0.00114184;0;3.09133e-13
288;10;180;595;605;110;110;-0.019487;0.0974846;-0.500618;-0.014487;0.187485;-0.0227881;-0.00114184;0;3.09133e-13
-927;11;163;538;530;227;227;-0.0207584;0.104643;-0.501415;-0.0152584;0.186143;-0.0227881;-0.00114184;0;3.09133e-13
287;16;123;602;549;109;109;-0.0239338;0.150554;-0.506392;-0.0159338;0.212054;-0.0227881;-0.00114184;0;3.09133e-13
73;20;76;560;456;200;200;-0.0254358;0.159627;-0.507829;-0.0154358;0.197627;-0.0227881;-0.00114184;0;3.09133e-13
289;22;49;610;477;104;104;-0.0278838;0.204742;-0.515328;-0.0168838;0.229242;-0.0227881;-0.00114184;0;3.09133e-13
287;32;-4;621;425;103;103;-0.0303816;0.255831;-0.523145;-0.0143816;0.253831;-0.0227881;-0.00114184;0;3.09133e-13
-928;40;-29;558;329;245;245;-0.0304162;0.260518;-0.524321;-0.0104162;0.246018;-0.0227881;-0.00114184;0;3.09133e-13
72;47;-105;571;259;233;233;-0.0307709;0.268607;-0.525979;-0.0072709;0.216107;-0.0227881;-0.00114184;0;3.09133e-13
73;53;-171;565;181;256;256;-0.0313765;0.281795;-0.527165;-0.00487653;0.196295;-0.0227881;-0.00114184;0;3.09133e-13
72;55;-201;566;150;259;259;-0.0316897;0.295107;-0.529046;-0.00418972;0.194607;-0.0227881;-0.00114184;0;3.09133e-13
16;59;-234;502;49;394;394;-0.0317037;0.301073;-0.52981;-0.00220374;0.184073;-0.0227881;-0.00114184;0;3.09133e-13
71;61;-256;572;95;258;258;-0.0311524;0.32258;-0.53357;-0.000652397;0.19458;-0.0227881;-0.00114184;0;3.09133e-13
72;62;-281;577;74;250;250;-0.0312763;0.33851;-0.536189;-0.000276325;0.19801;-0.0227881;-0.00114184;0;3.09133e-13
72;65;-304;586;57;239;239;-0.0322922;0.350893;-0.538458;0.000207778;0.198893;-0.0227881;-0.00114184;0;3.09133e-13
71;67;-320;592;45;230;230;-0.0337508;0.362911;-0.541314;-0.000250794;0.202911;-0.0227881;-0.00114184;0;3.09133e-13
72;72;-339;600;29;224;224;-0.0345563;0.371216;-0.543435;0.00144372;0.201716;-0.0227881;-0.00114184;0;3.09133e-13
70;73;-358;607;16;212;212;-0.0342588;0.382085;-0.546602;0.00224116;0.203085;-0.0227881;-0.00114184;0;3.09133e-13
-929;74;-373;622;15;184;184;-0.0340498;0.391326;-0.548369;0.00295019;0.204826;-0.0227881;-0.00114184;0;3.09133e-13
72;74;-390;629;5;171;171;-0.0348093;0.4042;-0.551346;0.00219068;0.2092;-0.0227881;-0.00114184;0;3.09133e-13
288;78;-420;673;15;91;91;-0.0385525;0.435433;-0.558145;0.000447493;0.225433;-0.0227881;-0.00114184;0;3.09133e-13
71;81;-376;628;11;187;187;-0.039257;0.314608;-0.552624;0.001243;0.126608;-0.0227881;-0.00114184;0;3.09133e-13
72;76;-299;596;61;241;241;-0.0387662;0.30757;-0.551586;-0.000766195;0.15807;-0.0227881;-0.00114184;0;3.09133e-13
72;77;-240;583;106;268;268;-0.0378102;0.295746;-0.550293;0.000689764;0.175746;-0.0227881;-0.00114184;0;3.09133e-13
71;70;-216;585;139;250;250;-0.0377195;0.281475;-0.547831;-0.00271953;0.173475;-0.0227881;-0.00114184;0;3.09133e-13
17;73;-188;509;88;408;408;-0.0379934;0.276406;-0.546856;-0.00149339;0.182406;-0.0227881;-0.00114184;0;3.09133e-13
71;70;-166;512;116;396;396;-0.0385275;0.266468;-0.543821;-0.00352749;0.183468;-0.0227881;-0.00114184;0;3.09133e-13
71;68;-163;580;189;257;257;-0.0378861;0.268737;-0.542747;-0.00388612;0.187237;-0.0227881;-0.00114184;0;3.09133e-13
16;73;-160;509;116;408;408;-0.0375714;0.269233;-0.541833;-0.00107142;0.189233;-0.0227881;-0.00114184;0;3.09133e-13
71;67;-150;582;205;251;251;-0.0369551;0.25165;-0.538654;-0.00345511;0.17665;-0.0227881;-0.00114184;0;3.09133e-13
-921;63;-113;575;239;257;257;-0.0364468;0.227159;-0.535257;-0.00494681;0.170659;-0.0227881;-0.00114184;0;3.09133e-13
111;62;-84;588;282;228;228;-0.0385623;0.208795;-0.530727;-0.00756231;0.166795;-0.0227881;-0.00114184;0;3.09133e-13
111;62;-63;598;313;208;208;-0.0402623;0.198077;-0.528434;-0.00926234;0.166577;-0.0227881;-0.00114184;0;3.09133e-13
111;66;-50;558;282;297;297;-0.0399767;0.183989;-0.526052;-0.0069767;0.158989;-0.0227881;-0.00114184;0;3.09133e-13
362;60;-26;642;396;117;117;-0.0411547;0.129143;-0.513352;-0.0111547;0.116143;-0.0227881;-0.00114184;0;3.09133e-13
-712;57;3;640;426;115;115;-0.0459227;0.0861037;-0.504466;-0.0174227;0.0876037;-0.0227881;-0.00114184;0;3.09133e-13
72;53;41;604;432;178;178;-0.0450811;0.0791772;-0.50305;-0.0185811;0.0996772;-0.0227881;-0.00114184;0;3.09133e-13
288;57;90;646;519;102;102;-0.04579;0.047167;-0.496132;-0.01729;0.092167;-0.0227881;-0.00114184;0;3.09133e-13
72;54;151;531;468;327;327;-0.0460009;0.0363113;-0.494053;-0.0190009;0.111811;-0.0227881;-0.00114184;0;3.09133e-13
73;55;176;609;570;172;172;-0.0460646;0.025308;-0.49233;-0.0185646;0.113308;-0.0227881;-0.00114184;0;3.09133e-13
287;53;219;646;652;95;95;-0.0462825;-0.00278302;-0.484978;-0.0197825;0.106717;-0.0227881;-0.00114184;0;3.09133e-13
-710;51;243;641;673;101;101;-0.0441787;-0.0474783;-0.477388;-0.0186787;0.0740217;-0.0227881;-0.00114184;0;3.09133e-13
288;50;263;639;692;102;102;-0.0458991;-0.0666363;-0.470882;-0.0208991;0.0648637;-0.0227881;-0.00114184;0;3.09133e-13
289;44;323;626;745;116;116;-0.0460319;-0.0800632;-0.466379;-0.0240319;0.0814368;-0.0227881;-0.00114184;0;3.09133e-13
-713;40;373;625;798;110;110;-0.0493674;-0.104126;-0.460654;-0.0293674;0.0823739;-0.0227881;-0.00114184;0;3.09133e-13
287;40;392;599;791;162;162;-0.0516957;-0.117931;-0.456043;-0.0316957;0.0780691;-0.0227881;-0.00114184;0;3.09133e-13
290;37;416;630;849;95;95;-0.0526793;-0.12991;-0.452271;-0.0341793;0.0780903;-0.0227881;-0.00114184;0;3.09133e-13
286;57;408;647;838;100;100;-0.0529559;-0.0241508;-0.467509;-0.0244559;0.179849;-0.0227881;-0.00114184;0;3.09133e-13
-710;58;388;638;808;121;121;-0.0537785;-0.00874019;-0.470809;-0.0247785;0.18526;-0.0227881;-0.00114184;0;3.09133e-13
288;57;355;642;780;111;111;-0.0541668;0.00567097;-0.47327;-0.0256668;0.183171;-0.0227881;-0.00114184;0;3.09133e-13
72;61;312;612;703;178;178;-0.054414;0.0125385;-0.47406;-0.023914;0.168538;-0.0227881;-0.00114184;0;3.09133e-13
288;64;290;649;715;110;110;-0.0536775;0.028964;-0.478612;-0.0216775;0.173964;-0.0227881;-0.00114184;0;3.09133e-13
72;70;253;612;635;197;197;-0.0534284;0.0307834;-0.479817;-0.0184284;0.157283;-0.0227881;-0.00114184;0;3.09133e-13
-928;71;243;625;637;172;172;-0.0534829;0.034205;-0.480497;-0.0179829;0.155705;-0.0227881;-0.00114184;0;3.09133e-13
73;68;238;599;609;218;218;-0.0539567;0.0386752;-0.480673;-0.0199567;0.157675;-0.0227881;-0.00114184;0;3.09133e-13
71;68;229;610;611;197;197;-0.0544659;0.0472202;-0.482037;-0.0204659;0.16172;-0.0227881;-0.00114184;0;3.09133e-13
288;71;219;651;639;120;120;-0.0530485;0.0710002;-0.487058;-0.0175485;0.1805;-0.0227881;-0.00114184;0;3.09133e-13
290;73;198;658;623;111;111;-0.0531249;0.0952098;-0.492355;-0.0166249;0.19421;-0.0227881;-0.00114184;0;3.09133e-13
73;76;181;611;556;210;210;-0.0535319;0.107504;-0.494822;-0.0155319;0.198004;-0.0227881;-0.00114184;0;3.09133e-13
-712;72;168;658;594;109;109;-0.0478847;0.125036;-0.498648;-0.0118847;0.209036;-0.0227881;-0.00114184;0;3.09133e-13
73;78;115;591;468;254;254;-0.0454722;0.13199;-0.500265;-0.00647216;0.18949;-0.0227881;-0.00114184;0;3.09133e-13
71;78;107;559;428;318;318;-0.0444832;0.13851;-0.501444;-0.00548315;0.19201;-0.0227881;-0.00114184;0;3.09133e-13
72;68;66;595;433;226;226;-0.0442111;0.144902;-0.503082;-0.0102111;0.177902;-0.0227881;-0.00114184;0;3.09133e-13
73;68;48;594;414;229;229;-0.0435598;0.153835;-0.504658;-0.00955977;0.177835;-0.0227881;-0.00114184;0;3.09133e-13
72;67;29;572;374;270;270;-0.0417662;0.159894;-0.505579;-0.0082662;0.174394;-0.0227881;-0.00114184;0;3.09133e-13
73;62;34;567;379;271;271;-0.0365365;0.127451;-0.504489;-0.00553648;0.144451;-0.0227881;-0.00114184;0;3.09133e-13
72;49;106;578;475;223;223;-0.0343868;0.0947596;-0.503212;-0.00988679;0.14776;-0.0227881;-0.00114184;0;3.09133e-13
-712;43;134;625;556;116;116;-0.0272594;0.089923;-0.502734;-0.00575935;0.156923;-0.0227881;-0.00114184;0;3.09133e-13
72;39;137;551;489;256;256;-0.0259839;0.0989336;-0.502437;-0.00648391;0.167434;-0.0227881;-0.00114184;0;3.09133e-13
72;32;142;524;474;297;297;-0.0245996;0.0942908;-0.503638;-0.00859964;0.165291;-0.0227881;-0.00114184;0;3.09133e-13
72;33;122;572;501;202;202;-0.0266345;0.0828147;-0.503442;-0.0101345;0.143815;-0.0227881;-0.00114184;0;3.09133e-13
72;33;153;587;547;172;172;-0.028769;0.0722568;-0.500939;-0.012269;0.148757;-0.0227881;-0.00114184;0;3.09133e-13
72;34;172;585;563;178;178;-0.0295319;0.0716494;-0.499955;-0.0125319;0.157649;-0.0227881;-0.00114184;0;3.09133e-13
71;40;158;572;530;216;216;-0.0283768;0.0826637;-0.500741;-0.00837683;0.161664;-0.0227881;-0.00114184;0;3.09133e-13
73;39;142;586;529;187;187;-0.0291089;0.0902156;-0.50148;-0.0096089;0.161216;-0.0227881;-0.00114184;0;3.09133e-13
72;41;137;543;479;276;276;-0.0328117;0.0858282;-0.500344;-0.0123117;0.154328;-0.0227881;-0.00114184;0;3.09133e-13
72;42;150;542;490;280;280;-0.0351764;0.0796295;-0.502029;-0.0141764;0.15463;-0.0227881;-0.00114184;0;3.09133e-13
72;46;159;580;533;213;213;-0.0364103;0.0774362;-0.500408;-0.0134103;0.156936;-0.0227881;-0.00114184;0;3.09133e-13
-929;49;164;593;548;193;193;-0.0403576;0.0761356;-0.499688;-0.0158576;0.158136;-0.0227881;-0.00114184;0;3.09133e-13
72;57;153;593;529;209;209;-0.0422443;0.0855016;-0.501676;-0.0137443;0.162002;-0.0227881;-0.00114184;0;3.09133e-13
73;67;141;577;491;261;261;-0.0446007;0.0864989;-0.501918;-0.0111007;0.156999;-0.0227881;-0.00114184;0;3.09133e-13
71;76;155;613;532;206;206;-0.0484128;0.0817594;-0.499297;-0.0104128;0.159259;-0.0227881;-0.00114184;0;3.09133e-13
16;94;162;532;440;404;404;-0.0494642;0.0813978;-0.498935;-0.0024642;0.162398;-0.0227881;-0.00114184;0;3.09133e-13
71;104;159;628;523;232;232;-0.0535983;0.084956;-0.500055;-0.00159825;0.164456;-0.0227881;-0.00114184;0;3.09133e-13
17;124;164;561;441;406;406;-0.0555599;0.085464;-0.500349;0.00644015;0.167464;-0.0227881;-0.00114184;0;3.09133e-13
25;135;168;584;457;382;382;-0.0561497;0.0845457;-0.49943;0.0113503;0.168546;-0.0227881;-0.00114184;0;3.09133e-13
26;141;168;581;448;401;401;-0.0541696;0.0837811;-0.499175;0.0163304;0.167781;-0.0227881;-0.00114184;0;3.09133e-13
25;157;170;589;442;417;417;-0.0541995;0.0842374;-0.499409;0.0243005;0.169237;-0.0227881;-0.00114184;0;3.09133e-13
25;174;167;615;448;398;398;-0.0558128;0.087545;-0.500305;0.0311872;0.171045;-0.0227881;-0.00114184;0;3.09133e-13
25;194;157;623;426;422;422;-0.0573615;0.0928656;-0.501021;0.0396385;0.171366;-0.0227881;-0.00114184;0;3.09133e-13
25;213;161;638;426;430;430;-0.057587;0.0933597;-0.500581;0.048913;0.17386;-0.0227881;-0.00114184;0;3.09133e-13
26;224;175;647;438;434;434;-0.0584234;0.0886583;-0.498324;0.0535766;0.176158;-0.0227881;-0.00114184;0;3.09133e-13
25;243;184;662;443;442;442;-0.0590721;0.0838209;-0.498279;0.0624279;0.175821;-0.0227881;-0.00114184;0;3.09133e-13
25;260;201;712;493;376;376;-0.0594041;0.0796758;-0.498638;0.0705959;0.180176;-0.0227881;-0.00114184;0;3.09133e-13
25;278;210;724;496;389;389;-0.0608831;0.0709657;-0.503226;0.078117;0.175966;-0.0227881;-0.00114184;0;3.09133e-13
25;286;215;730;499;393;393;-0.0588298;0.0707797;-0.509215;0.0841702;0.17828;-0.0227881;-0.00114184;0;3.09133e-13
27;296;199;740;483;393;393;-0.0581094;0.0770603;-0.518668;0.0898906;0.17656;-0.0227881;-0.00114184;0;3.09133e-13
24;294;190;739;475;391;391;-0.0557209;0.0782244;-0.523001;0.0912791;0.173224;-0.0227881;-0.00114184;0;3.09133e-13
25;299;183;730;454;418;418;-0.0538484;0.0807572;-0.522157;0.0956516;0.172257;-0.0227881;-0.00114184;0;3.09133e-13
24;306;178;741;453;410;410;-0.0545343;0.0824137;-0.521897;0.0984657;0.171414;-0.0227881;-0.00114184;0;3.09133e-13
27;316;178;752;454;408;408;-0.0550067;0.0839964;-0.521548;0.102993;0.172996;-0.0227881;-0.00114184;0;3.09133e-13
24;326;165;764;443;405;405;-0.0569869;0.087551;-0.521132;0.106013;0.170051;-0.0227881;-0.00114184;0;3.09133e-13
25;324;155;745;416;439;439;-0.0560572;0.092084;-0.519657;0.105943;0.169584;-0.0227881;-0.00114184;0;3.09133e-13
25;344;159;776;431;416;416;-0.0589097;0.0929672;-0.514996;0.11309;0.172467;-0.0227881;-0.00114184;0;3.09133e-13
26;350;173;788;451;404;404;-0.0567063;0.0859727;-0.509435;0.118294;0.172473;-0.0227881;-0.00114184;0;3.09133e-13
24;355;159;789;433;412;412;-0.0544197;0.0886017;-0.505391;0.12308;0.168102;-0.0227881;-0.00114184;0;3.09133e-13
24;370;159;802;431;417;417;-0.0538874;0.0937037;-0.499358;0.131113;0.173204;-0.0227881;-0.00114184;0;3.09133e-13
24;387;171;818;442;419;419;-0.0572015;0.0874688;-0.490179;0.136298;0.172969;-0.0227881;-0.00114184;0;3.09133e-13
25;402;176;845;459;394;394;-0.0594966;0.0822296;-0.482635;0.141503;0.17023;-0.0227881;-0.00114184;0;3.09133e-13
24;415;170;856;451;399;399;-0.0580501;0.0886699;-0.476863;0.14945;0.17367;-0.0227881;-0.00114184;0;3.09133e-13
25;423;158;869;444;389;389;-0.0566535;0.0955007;-0.472464;0.154847;0.174501;-0.0227881;-0.00114184;0;3.09133e-13
25;426;153;868;435;396;396;-0.0557371;0.0980881;-0.468757;0.157263;0.174588;-0.0227881;-0.00114184;0;3.09133e-13
24;440;157;889;446;382;382;-0.0568001;0.0975959;-0.467548;0.1632;0.176096;-0.0227881;-0.00114184;0;3.09133e-13
24;449;160;906;457;367;367;-0.0581477;0.0955077;-0.465736;0.166352;0.175508;-0.0227881;-0.00114184;0;3.09133e-13
24;456;162;914;460;364;364;-0.0588423;0.0948437;-0.465668;0.169158;0.175844;-0.0227881;-0.00114184;0;3.09133e-13
25;460;154;921;455;358;358;-0.0584;0.0970074;-0.4652;0.1716;0.174007;-0.0227881;-0.00114184;0;3.09133e-13
111;463;152;990;519;227;227;-0.058637;0.0948979;-0.463907;0.172863;0.170898;-0.0227881;-0.00114184;0;3.09133e-13
112;470;157;996;523;229;229;-0.0591212;0.0947808;-0.46531;0.175879;0.173281;-0.0227881;-0.00114184;0;3.09133e-13
-889;480;157;1014;531;212;212;-0.0594052;0.0960817;-0.466063;0.180595;0.174582;-0.0227881;-0.00114184;0;3.09133e-13
94;491;158;1024;531;215;215;-0.0589845;0.0949827;-0.463459;0.186515;0.173983;-0.0227881;-0.00114184;0;3.09133e-13
72;498;159;1037;538;203;203;-0.0590961;0.09429;-0.461723;0.189904;0.17379;-0.0227881;-0.00114184;0;3.09133e-13
72;507;162;1046;541;202;202;-0.0595611;0.0938003;-0.46041;0.193939;0.1748;-0.0227881;-0.00114184;0;3.09133e-13
72;514;161;1058;545;192;192;-0.0605646;0.0921883;-0.458319;0.196435;0.172688;-0.0227881;-0.00114184;0;3.09133e-13
71;519;164;1068;553;183;183;-0.0615051;0.0941196;-0.458599;0.197995;0.17612;-0.0227881;-0.00114184;0;3.09133e-13
73;525;158;1073;546;184;184;-0.0621921;0.0950031;-0.458699;0.200308;0.174003;-0.0227881;-0.00114184;0;3.09133e-13
72;531;161;1082;552;178;178;-0.0638324;0.0931033;-0.458748;0.201668;0.173603;-0.0227881;-0.00114184;0;3.09133e-13
72;535;167;1087;559;176;176;-0.065142;0.0901079;-0.459754;0.202358;0.173608;-0.0227881;-0.00114184;0;3.09133e-13
72;540;165;1093;558;174;174;-0.065592;0.0904899;-0.459311;0.204408;0.17299;-0.0227881;-0.00114184;0;3.09133e-13
-929;543;164;1100;561;167;167;-0.0669317;0.0922574;-0.457634;0.204568;0.174257;-0.0227881;-0.00114184;0;3.09133e-13
72;554;161;1118;565;153;153;-0.0695377;0.0923596;-0.454645;0.207462;0.17286;-0.0227881;-0.00114184;0;3.09133e-13
71;560;166;1122;568;156;156;-0.0705839;0.0881902;-0.454007;0.209416;0.17119;-0.0227881;-0.00114184;0;3.09133e-13
289;567;172;1156;601;103;103;-0.0624128;0.0958191;-0.455048;0.221087;0.181819;-0.0227881;-0.00114184;0;3.09133e-13
290;568;166;1160;598;96;96;-0.0599203;0.0902409;-0.450253;0.22408;0.173241;-0.0227881;-0.00114184;0;3.09133e-13
71;558;159;1122;563;152;152;-0.0595772;0.0856359;-0.449283;0.219423;0.165136;-0.0227881;-0.00114184;0;3.09133e-13
